gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
USP48	510117	181	30	554084	131350	0	10	1	0	5	8	392701	9.941301e-01	1
PACS2	892593	289	40	460790	130072	0	6	6	0	15	41	1661329	9.941368e-01	1
DOK1	1019591	315	50	236998	74834	0	5	4	0	4	10	363591	9.941442e-01	1
MEGF9	551753	185	15	319216	95708	0	1	1	0	50	61	3975645	9.941540e-01	1
NYNRIN	897133	265	40	925840	294437	0	15	5	0	2	8	492882	9.941620e-01	1
LUZP1	859705	169	25	534559	154496	0	4	2	0	9	8	623522	9.941813e-01	1
KRT71	1280474	464	36	266179	75899	0	7	1	0	1	4	164649	9.941953e-01	1
MYLPF	2312884	165	47	93081	21513	0	2	1	0	2	8	123114	9.941956e-01	1
DOK7	547964	412	46	259150	69083	0	4	3	0	8	24	577159	9.942237e-01	1
CPSF4	1327454	288	60	143633	34861	0	2	4	0	7	17	452057	9.942345e-01	1
OR5K2	390532	796	2	156697	45653	0	1	1	0	2	3	135681	9.942510e-01	1
BRPF1	955408	348	34	618907	172388	0	7	3	0	24	39	2207674	9.942684e-01	1
TIAM1	210411	924	-24	813163	225425	0	9	7	0	50	74	4364583	9.942691e-01	1
TAP1	1253457	401	26	394121	131350	0	8	1	0	1	1	180269	9.942791e-01	1
SIRT1	321700	296	-2	379637	106003	0	5	1	0	15	51	1852745	9.942979e-01	1
ARHGEF5	189369	838	0	793567	239483	0	4	4	0	50	55	3669919	9.943005e-01	1
CLCN3	186100	464	12	447371	117718	0	4	2	0	6	13	658099	9.943044e-01	1
CYP2B6	1041792	375	14	250346	71284	0	1	2	0	16	32	976321	9.943098e-01	1
CDC25C	1312427	273	36	251908	62054	0	1	0	0	18	58	2285916	9.943269e-01	1
ZNF532	352047	299	51	652490	186304	0	6	0	0	1	0	220668	9.943315e-01	1
DCP1B	232517	618	29	311406	90738	0	5	1	0	3	1	153573	9.943405e-01	1
ADD1	669373	264	45	399233	112180	0	6	5	0	7	21	772551	9.943474e-01	1
TRMT2A	545126	218	57	313465	96773	0	3	4	0	50	100	4178066	9.943478e-01	1
GPATCH3	1025094	188	34	262771	78881	0	4	2	0	14	40	1207710	9.943532e-01	1
INCENP	2712305	253	52	467961	134616	0	4	5	0	36	96	4108273	9.943560e-01	1
WNK1	467405	289	45	1416095	449572	0	16	3	0	1	4	617558	9.943672e-01	1
CYP4F8	852124	605	29	267244	75473	0	1	1	0	32	50	2862578	9.943768e-01	1
ARMCX5	95798	NaN	27	278675	78526	0	1	1	0	7	12	641769	9.944060e-01	1
ZNF572	550341	596	20	277539	62835	0	4	2	0	2	4	195747	9.944066e-01	1
SLC22A3	545081	363	-12	278107	86762	0	9	4	0	1	5	176648	9.944222e-01	1
NFASC	388939	440	33	707089	197309	0	12	9	0	14	38	1356881	9.944290e-01	1
ARHGAP4	2328608	NaN	27	497923	151940	0	6	2	0	3	6	425503	9.944947e-01	1
CPN2	344707	269	34	263907	85839	0	1	1	0	50	72	3479355	9.944950e-01	1
SEPHS1	246468	433	33	201782	56161	0	1	3	0	9	14	671944	9.944977e-01	1
GJA4	548013	580	19	161596	52682	0	5	2	0	4	9	184813	9.945001e-01	1
PCDHB6	915569	724	-11	383542	124463	0	1	2	0	50	54	4793991	9.945316e-01	1
NBEAL2	537135	371	45	1363981	441620	0	31	12	0	47	84	3483544	9.945359e-01	1
CDKN2D	2036812	226	23	80301	28116	0	1	2	0	3	9	251908	9.945495e-01	1
GPR50	215822	NaN	-7	303312	92868	0	1	2	0	22	60	3346585	9.945505e-01	1
EME1	1335838	196	24	296141	83851	0	3	0	0	2	0	153218	9.945596e-01	1
EPN2	658567	227	6	316944	100110	0	2	3	0	16	30	1596932	9.945778e-01	1
OPA3	1107927	194	44	152792	49345	0	5	3	0	3	16	380986	9.946030e-01	1
TMPRSS12	594068	250	43	176364	50481	0	2	0	0	5	14	418971	9.946147e-01	1
NOTO	NaN	NaN	NaN	121907	40825	0	3	3	0	2	7	211651	9.946155e-01	1
MYCN	169653	1491	-12	226348	71639	0	8	3	0	2	7	264546	9.946599e-01	1
UCK1	609539	272	36	147751	35429	0	1	1	0	8	10	458021	9.946776e-01	1
MAST2	1003923	416	24	897511	276332	0	12	4	0	6	19	939827	9.946820e-01	1
TIMP3	259538	398	-69	110334	28542	0	5	3	0	1	4	75260	9.947637e-01	1
STARD8	172747	NaN	15	552664	164720	0	9	4	0	20	32	1218360	9.947670e-01	1
HCN1	80822	1235	-24	445383	130356	0	13	4	0	6	14	463914	9.947786e-01	1
MLC1	909819	215	25	192552	58362	0	1	0	0	11	19	716603	9.947932e-01	1
FAM155A	73040	1144	-37	230040	64965	0	7	1	0	1	3	125812	9.948072e-01	1
MMS19	556333	188	42	527175	157194	0	6	0	0	1	0	213071	9.948243e-01	1
KIAA1211	460708	489	17	613866	181476	0	9	4	0	31	47	2439063	9.948409e-01	1
GGH	137738	789	-12	168838	41819	0	4	2	0	2	6	145905	9.948489e-01	1
OPRL1	1032302	312	51	179275	60350	0	6	4	0	4	11	286485	9.948539e-01	1
NR1I3	731911	229	39	204267	56232	0	9	2	0	1	3	102311	9.948629e-01	1
MPST	699535	379	44	156342	49416	0	4	3	0	4	12	296425	9.948795e-01	1
ZC3H14	169650	686	-1	450708	116298	0	9	0	0	0	0	116298	9.948928e-01	1
LMO4	279257	521	-10	86407	23075	0	2	2	0	2	3	99755	9.949032e-01	1
NOX5	370981	394	26	403067	113671	0	5	4	0	22	43	1815044	9.949258e-01	1
ZNF229	725569	528	-49	423302	107068	0	3	5	0	30	49	2281727	9.949344e-01	1
FLII	925111	223	18	655756	180908	0	13	8	0	10	27	1043913	9.949584e-01	1
FIBP	3779084	287	42	189144	51759	0	2	2	0	23	71	2085270	9.949757e-01	1
SNAPIN	1656449	183	40	68160	22365	0	1	2	0	2	3	120345	9.949758e-01	1
H6PD	954202	297	33	390429	119067	0	4	2	0	42	87	3571797	9.949859e-01	1
OTUD4	192885	1089	33	541872	146544	0	1	0	0	19	19	1849124	9.950148e-01	1
ESRRA	1613996	257	65	206610	69438	0	1	1	0	19	27	1285668	9.950263e-01	1
KIAA1755	499325	245	60	591217	187298	0	9	3	0	13	27	1089850	9.950313e-01	1
PLXNA2	258618	627	10	957861	279456	0	23	10	0	5	12	556924	9.950437e-01	1
GLB1L	694442	193	44	336682	95495	0	1	3	0	50	84	4568211	9.950497e-01	1
PTGS1	343200	635	27	307430	84490	0	5	5	0	3	13	501047	9.950499e-01	1
FEM1A	798897	203	23	322766	105364	0	3	2	0	7	7	568284	9.950584e-01	1
DPYSL4	147055	416	-6	292733	84490	0	8	6	0	2	7	181973	9.950608e-01	1
CBX4	647412	242	-2	278391	83496	0	4	1	0	14	35	1410060	9.950941e-01	1
XPNPEP1	248752	644	-31	350314	92939	0	3	0	0	4	16	789023	9.951079e-01	1
ALOX15B	1528802	272	26	342220	101459	0	2	1	0	24	38	1983172	9.951108e-01	1
POLD1	1055164	491	28	558557	171820	0	14	8	0	7	22	806276	9.951185e-01	1
ABRA	113560	708	18	192268	53108	0	4	3	0	3	12	326387	9.951269e-01	1
ZBTB32	1151198	321	30	239199	76041	0	3	2	0	4	10	424154	9.951319e-01	1
COL27A1	224550	425	3	931946	308140	0	29	18	0	6	40	770705	9.951387e-01	1
ADAMTS7	507164	413	46	836451	261138	0	10	0	0	0	0	261138	9.951640e-01	1
LIMK1	1047202	219	52	332280	94572	0	6	2	0	13	25	895807	9.951686e-01	1
NOM1	386240	474	22	437573	121552	0	3	3	0	18	25	1622563	9.951707e-01	1
C15orf59	313132	435	29	143775	44943	0	6	2	0	2	7	156768	9.951732e-01	1
KCTD6	567081	265	35	120700	33086	0	3	1	0	1	2	84135	9.951847e-01	1
MUC12	NaN	NaN	NaN	2529020	890056	0	9	2	0	0	2	890056	9.952065e-01	1
MEX3A	2005405	213	39	247861	85910	0	16	7	0	2	8	137314	9.952142e-01	1
SCML4	294918	581	36	208456	62693	0	3	1	0	6	15	485853	9.952181e-01	1
NQO2	430294	268	42	121268	32092	0	2	2	0	1	3	120132	9.952454e-01	1
NAV2	164305	496	9	1245127	363875	0	22	11	0	6	16	698143	9.952608e-01	1
PRMT5	1177534	225	34	341510	93223	0	2	0	0	10	15	848521	9.953475e-01	1
TNKS1BP1	929334	250	-20	847456	267386	0	17	6	0	2	10	518442	9.953479e-01	1
ATCAY	2187414	201	34	196244	51688	0	4	0	0	6	15	453619	9.953631e-01	1
MCRS1	2227486	224	53	246867	70929	0	2	1	0	11	22	913699	9.953861e-01	1
GOLT1A	557652	370	34	68018	20377	0	2	3	0	2	6	97270	9.953938e-01	1
BYSL	437075	225	41	218112	66882	0	1	3	0	39	54	2578152	9.954047e-01	1
TMEM63C	549191	394	47	421811	112606	0	14	2	0	5	20	558841	9.954049e-01	1
RGL3	1255985	265	32	361603	112322	0	3	4	0	46	97	3497531	9.954180e-01	1
SV2A	798975	560	17	375732	108417	0	9	3	0	0	3	108417	9.954583e-01	1
MAP3K9	247989	426	43	557208	168057	0	8	6	0	10	12	716745	9.954807e-01	1
KIAA0319L	956500	451	27	539529	148461	0	9	7	0	2	18	521779	9.954832e-01	1
PHF21B	350834	525	-5	267741	83283	0	1	1	0	34	56	3201958	9.955232e-01	1
TAS1R2	636814	532	25	418261	122972	0	9	3	0	6	21	752387	9.955395e-01	1
TUBB8	9202	NaN	NaN	224431	62480	0	1	0	0	21	55	2588234	9.955450e-01	1
PCDHGA6	NaN	NaN	NaN	455891	149029	0	4	4	0	50	162	8055873	9.955564e-01	1
ICAM4	1729517	200	31	165714	30459	0	1	0	0	50	116	4790512	9.955758e-01	1
SENP6	428787	364	24	588164	142639	0	3	0	0	3	1	252476	9.955991e-01	1
BTBD1	384974	679	27	246512	68089	0	11	1	0	0	1	68089	9.956010e-01	1
ANGPTL6	1675365	272	15	230395	75260	0	8	0	0	1	1	120487	9.956020e-01	1
KCNJ16	32643	589	-53	210586	58007	0	4	4	0	2	5	174660	9.956143e-01	1
TTLL2	254009	704	1	298271	82786	0	7	4	0	4	14	311903	9.956172e-01	1
ADAMTS10	622624	214	-14	560616	165288	0	8	6	0	29	62	2717312	9.956235e-01	1
ERMP1	314189	313	25	459086	131563	0	3	4	0	14	29	1620291	9.956524e-01	1
EMX1	450159	421	23	140367	47286	0	3	1	0	2	8	299762	9.956564e-01	1
PRDM7	822636	221	26	266108	57439	0	4	0	0	4	11	355000	9.956591e-01	1
PLEKHG4B	836250	543	14	635166	192552	0	11	2	0	1	2	278888	9.956635e-01	1
CPZ	92046	471	35	329866	96773	0	5	5	0	3	8	357272	9.956645e-01	1
PRAF2	833689	NaN	41	85981	30530	0	1	2	0	3	7	268664	9.956730e-01	1
NAIP	329526	581	16	752174	197806	0	3	1	0	4	15	985409	9.956853e-01	1
CDC123	328303	227	34	183677	42103	0	1	3	0	11	15	566154	9.957021e-01	1
SBF1	1028405	207	46	951684	292662	0	16	3	0	3	7	558202	9.957032e-01	1
COL4A6	171617	NaN	31	844403	277255	0	9	3	0	4	9	718378	9.957142e-01	1
NANOS1	680734	411	-1	136817	50836	0	2	1	0	7	16	649295	9.957340e-01	1
BPHL	444075	435	41	149526	42600	0	5	3	0	3	8	175654	9.957567e-01	1
ITIH1	1193949	272	49	470872	130214	0	4	4	0	24	38	1956760	9.957575e-01	1
GSTA3	604568	455	8	117718	29891	0	1	1	0	2	3	119280	9.957648e-01	1
SHARPIN	2720766	211	27	190777	64823	0	6	5	0	2	6	157549	9.957781e-01	1
RYK	538368	306	16	315879	86478	0	4	0	0	1	1	125528	9.957797e-01	1
AP1S1	1044715	199	39	83922	21087	0	2	1	0	1	4	93933	9.957870e-01	1
GPR15	390532	796	2	177500	52753	0	3	1	0	2	3	135681	9.958055e-01	1
PELP1	1249398	222	26	553090	183677	0	6	0	0	1	0	230679	9.958105e-01	1
DUSP3	1081050	192	35	94572	26412	0	3	3	0	3	13	218609	9.958177e-01	1
GLDC	213479	411	26	528311	144556	0	2	2	0	19	15	1303489	9.958191e-01	1
SART1	3854361	208	57	410309	118144	0	3	0	0	3	0	261919	9.958286e-01	1
TMPPE	513008	372	33	218751	71355	0	1	1	0	6	14	594767	9.958381e-01	1
KLHL11	1857838	191	33	353864	100465	0	9	0	0	0	0	100465	9.958381e-01	1
SEMA4B	876945	154	52	418474	128084	0	7	6	0	5	9	488693	9.958411e-01	1
CELF5	903046	241	39	254677	66740	0	2	2	0	31	89	3706200	9.958432e-01	1
SPOCD1	1213493	183	35	600447	189996	0	11	3	0	10	17	799318	9.958436e-01	1
KCNIP1	52578	618	31	140083	31595	0	2	2	0	1	3	131492	9.958642e-01	1
HLX	177316	564	-2	238773	76254	0	4	5	0	4	9	314175	9.958667e-01	1
GMCL1	857542	180	44	273350	67450	0	3	0	0	3	5	271646	9.958719e-01	1
ZSCAN2	341520	263	32	328233	83922	0	1	2	0	50	80	4174942	9.958828e-01	1
MIER2	901402	578	-17	280734	79662	0	4	0	0	2	2	173808	9.959204e-01	1
FRAT1	903121	397	31	128297	50623	0	3	1	0	4	5	208172	9.959205e-01	1
LRRC10	499701	394	14	134758	42884	0	1	2	0	9	20	605204	9.959216e-01	1
MEGF10	245811	814	6	597323	152224	0	20	6	0	1	6	173524	9.959321e-01	1
QSER1	408746	172	23	871170	247506	0	6	0	0	0	0	247506	9.959438e-01	1
ATXN7L2	1056159	272	37	359260	111683	0	6	3	0	7	10	466541	9.959449e-01	1
VRK3	1661159	187	40	247719	66669	0	1	0	0	3	3	328588	9.959475e-01	1
SLC12A3	785707	125	37	529873	150662	0	5	4	0	2	9	687990	9.959680e-01	1
DHODH	438866	372	19	196386	63900	0	7	0	0	0	0	63900	9.959842e-01	1
GIMAP8	557261	584	38	337037	91945	0	3	0	0	8	22	879903	9.959843e-01	1
JRKL	272651	489	14	264404	71071	0	1	5	0	9	11	499982	9.959890e-01	1
CYP1A2	746043	199	41	258156	77319	0	1	3	0	45	74	3532676	9.959959e-01	1
JMJD1C	226859	712	23	1303418	341581	0	14	3	0	6	7	674074	9.960014e-01	1
WHAMM	476426	631	23	406120	119138	0	3	1	0	8	9	528311	9.960287e-01	1
FOXE1	468629	276	38	175228	63758	0	1	0	0	35	39	2480740	9.960301e-01	1
EBF2	277181	616	-1	299194	82076	0	2	1	0	2	6	290603	9.960374e-01	1
FADS6	1027517	320	20	174589	54386	0	2	2	0	10	35	1038943	9.960512e-01	1
KCNH4	2129732	206	30	501544	161738	0	8	6	0	19	45	1852106	9.960524e-01	1
CCDC36	1812695	203	45	307288	78881	0	1	0	0	9	11	641840	9.960638e-01	1
NCKIPSD	1646019	212	45	358408	114239	0	3	2	0	50	105	4728742	9.960646e-01	1
ALMS1	777501	590	22	2082714	599382	0	22	4	0	0	4	599382	9.960817e-01	1
GGT7	1040878	205	48	329369	106642	0	5	0	0	1	0	133906	9.960864e-01	1
NDUFV3	441011	206	66	234016	71852	0	1	2	0	50	101	4194041	9.961280e-01	1
CDR2L	1078189	171	28	230892	70290	0	1	1	0	50	64	3224252	9.961386e-01	1
FAM189B	1574928	194	45	324115	112748	0	4	2	0	50	110	4147465	9.961511e-01	1
THAP8	980636	320	19	132060	46221	0	1	1	0	4	13	473499	9.961545e-01	1
ART4	340728	578	-4	159182	44233	0	1	3	0	4	6	147183	9.961609e-01	1
DDX54	468053	252	35	445312	135539	0	6	6	0	36	56	2731441	9.961755e-01	1
EWSR1	854820	251	51	358195	99755	0	1	1	0	42	55	3654441	9.961969e-01	1
RAPGEF1	629872	355	32	563243	159253	0	13	6	0	1	8	300117	9.961989e-01	1
SLC7A1	222765	467	9	315950	95992	0	5	5	0	2	5	190280	9.962076e-01	1
TMEM104	1005466	320	19	249778	75473	0	5	2	0	9	34	981646	9.962091e-01	1
HSD11B1L	879991	295	21	183677	59782	0	1	2	0	11	13	734495	9.962130e-01	1
HSD17B2	192405	635	2	196386	55380	0	3	1	0	2	4	167134	9.962158e-01	1
CARM1	2031768	193	35	313252	88679	0	4	1	0	7	21	839078	9.962186e-01	1
POLR3A	362530	184	31	717810	196599	0	6	6	0	4	6	344847	9.962460e-01	1
ATP6V0D1	1099149	153	45	182683	48635	0	2	3	0	3	7	298484	9.962466e-01	1
KIAA0319	417813	373	19	552309	156768	0	9	5	0	7	20	820476	9.962491e-01	1
PCSK7	431523	199	41	400795	114239	0	4	3	0	39	67	2767012	9.962701e-01	1
IGFBP3	146330	623	8	148461	45369	0	2	0	0	2	5	259718	9.962721e-01	1
CDK5R2	922162	386	35	172530	62622	0	5	1	0	3	7	261706	9.962778e-01	1
FGF18	300840	347	30	106358	29962	0	4	2	0	1	2	67237	9.962917e-01	1
SETD1A	1508459	247	46	838581	268167	0	18	8	0	5	17	697078	9.962930e-01	1
FAM50A	2277674	NaN	40	186517	41393	0	1	2	0	11	28	903617	9.963111e-01	1
SPNS3	1297591	273	30	254464	83141	0	1	1	0	50	83	4247291	9.963283e-01	1
FAM171A2	NaN	NaN	NaN	393553	140864	0	5	3	0	50	161	8047708	9.963296e-01	1
CHRM1	2342595	181	71	222159	73272	0	2	1	0	18	66	2136745	9.963371e-01	1
POLR2A	1931875	194	29	989243	294082	0	13	1	0	1	3	375164	9.963407e-01	1
C11orf95	NaN	NaN	NaN	327807	109908	0	3	0	0	9	14	978948	9.963450e-01	1
BANK1	80568	482	-7	414498	101388	0	3	1	0	21	51	1942276	9.963469e-01	1
BAHCC1	3216151	268	24	1245127	409031	0	31	15	0	11	25	1118463	9.963493e-01	1
DCAF11	992350	355	19	284497	76964	0	7	3	0	2	6	202350	9.963575e-01	1
FBXO24	1651125	242	60	318506	93862	0	4	1	0	6	12	552238	9.963622e-01	1
SSC5D	NaN	NaN	NaN	755937	261777	0	10	1	0	0	1	261777	9.963687e-01	1
LPCAT1	557296	390	37	271078	81863	0	8	2	0	4	12	378004	9.963796e-01	1
PRKAA2	39631	514	-5	284781	75828	0	6	0	0	0	0	75828	9.963956e-01	1
SPHK1	1622536	209	24	235578	79023	0	1	1	0	50	105	4781424	9.963969e-01	1
GGT5	729749	200	28	290745	94359	0	11	5	0	4	16	364940	9.964001e-01	1
TMEM200C	269994	959	-10	293443	104867	0	7	6	0	7	22	724342	9.964042e-01	1
HJURP	301500	439	13	379353	106500	0	3	4	0	2	4	234158	9.964063e-01	1
METRNL	222738	483	14	152011	49913	0	1	0	0	9	7	441691	9.964180e-01	1
PKP4	212889	532	5	602435	177784	0	6	2	0	6	9	608328	9.964670e-01	1
SEPT11	402678	462	39	227910	54528	0	5	3	0	1	3	111186	9.964745e-01	1
ZNF653	1204183	265	32	308708	91732	0	1	2	0	33	58	2414639	9.965182e-01	1
AK7	328475	560	14	381767	95779	0	4	1	0	3	2	222585	9.965246e-01	1
SMPDL3B	891090	272	20	250630	71213	0	2	1	0	8	12	538819	9.965317e-01	1
HGFAC	547964	412	46	330363	100749	0	10	4	0	6	19	500834	9.965355e-01	1
ANKRD36	NaN	NaN	NaN	1053498	251340	0	11	0	0	0	0	251340	9.965358e-01	1
MAML1	1617173	256	41	499556	153715	0	4	1	0	5	20	994568	9.965524e-01	1
DES	604261	335	38	238276	69935	0	1	0	0	45	68	3363980	9.965539e-01	1
ITPR2	359658	548	22	1413255	361035	0	40	9	0	0	9	361035	9.965618e-01	1
JARID2	86503	782	34	631119	180198	0	9	7	0	5	11	582981	9.965754e-01	1
DNMT1	1702441	200	23	851929	225638	0	20	12	0	5	24	698214	9.965862e-01	1
MSRA	114315	831	6	125599	32660	0	2	3	0	1	5	117505	9.965895e-01	1
MYBPC3	1189866	245	45	655330	187298	0	25	9	0	3	13	357982	9.966053e-01	1
HOXA4	356045	385	28	154851	51546	0	2	2	0	9	19	575739	9.966136e-01	1
SPIRE2	1220713	219	43	359402	109837	0	3	1	0	33	68	3559088	9.966205e-01	1
SRGAP3	373293	469	22	574887	153360	0	21	8	0	1	11	274912	9.966391e-01	1
FOXD1	476449	473	34	215272	81863	0	1	0	0	5	4	601725	9.966411e-01	1
NIPA2	352778	529	-8	181263	53676	0	6	3	0	1	5	106713	9.966583e-01	1
MACF1	767679	401	25	3833716	1031204	0	30	10	0	6	13	1402108	9.966615e-01	1
CIZ1	1762678	201	44	458234	129859	0	6	0	0	0	0	129859	9.966644e-01	1
PCDHA11	NaN	NaN	NaN	468103	149810	0	8	0	0	0	0	149810	9.966664e-01	1
DCLRE1A	264051	515	7	532216	139799	0	11	5	0	1	5	153786	9.966846e-01	1
SMC3	438920	177	46	649721	152437	0	6	1	0	1	1	194114	9.966958e-01	1
MME	72464	650	-12	402144	96489	0	3	4	0	8	35	1034399	9.967016e-01	1
FIZ1	1077402	254	-10	236572	82715	0	1	3	0	40	43	2465333	9.967095e-01	1
CAPRIN1	770116	279	28	374312	98122	0	1	0	0	26	43	2693740	9.967113e-01	1
PNPLA5	157623	473	13	217118	64468	0	2	3	0	4	7	267386	9.967452e-01	1
HOXD3	245316	874	13	212361	66030	0	1	1	0	50	76	3584506	9.967497e-01	1
MUC4	920866	365	49	602861	168838	0	16	9	0	4	13	417409	9.967536e-01	1
DDR1	2223866	223	25	460151	142213	0	8	0	0	0	0	142213	9.967565e-01	1
GLP2R	76286	212	-53	283361	80869	0	1	2	0	16	33	1668500	9.967665e-01	1
FANCA	1234390	219	41	752671	215201	0	8	1	0	2	6	459512	9.967815e-01	1
PCDHGA10	NaN	NaN	NaN	476197	149384	0	3	1	0	27	40	2679753	9.967887e-01	1
CPNE3	192772	1166	22	284497	72065	0	10	4	0	0	4	72065	9.967902e-01	1
RPGR	141269	NaN	28	698427	168909	0	7	2	0	7	20	992722	9.967994e-01	1
PSMB9	1253457	401	26	110831	34435	0	5	3	0	1	3	83354	9.967997e-01	1
SLC19A1	422182	618	40	283929	98619	0	11	6	0	2	6	217899	9.968097e-01	1
SAFB	879991	295	21	476410	126380	0	4	2	0	39	58	3136496	9.968232e-01	1
CYTH1	986469	250	32	214846	50765	0	7	3	0	3	3	120984	9.968264e-01	1
SLC4A5	1065336	272	45	585324	164862	0	5	3	0	48	102	4799529	9.968268e-01	1
CABP1	1678287	311	38	219248	72136	0	3	0	0	14	44	1728140	9.968300e-01	1
GSDMB	1602321	292	18	217544	58291	0	11	1	0	0	1	58291	9.968328e-01	1
SNX5	756104	499	29	216905	53392	0	2	2	0	2	2	165927	9.968434e-01	1
DDAH2	2517236	193	20	138663	49203	0	13	4	0	1	5	75402	9.968553e-01	1
CHRDL2	521541	204	40	234016	64610	0	1	0	0	17	25	1198480	9.968631e-01	1
LSG1	370452	255	34	344066	88111	0	7	4	0	1	6	154851	9.968792e-01	1
CXCL2	199590	368	13	54386	17182	0	2	3	0	2	4	69154	9.968973e-01	1
ICAM1	1729517	200	31	259505	86194	0	5	5	0	13	30	856686	9.968977e-01	1
SHANK2	544815	678	36	905179	273989	0	49	16	0	2	16	377578	9.969070e-01	1
SLC25A29	412002	237	37	144840	51972	0	1	3	0	4	4	264901	9.969112e-01	1
ZNF296	1135715	208	25	233874	72846	0	6	4	0	2	7	186730	9.969131e-01	1
POMC	319647	280	37	133835	39121	0	8	2	0	3	9	169690	9.969269e-01	1
TAOK1	822855	224	26	525258	131208	0	10	3	0	6	12	470943	9.969447e-01	1
CLSTN3	1872466	224	33	486918	139089	0	6	2	0	26	47	2111824	9.969629e-01	1
MPRIP	783403	214	11	542511	148887	0	4	2	0	46	75	4316587	9.969795e-01	1
RAB11FIP3	1422744	207	37	384749	113671	0	3	2	0	50	107	5699667	9.970050e-01	1
DOCK6	1691034	233	32	1034044	315098	0	23	4	0	1	4	347545	9.970192e-01	1
P2RY6	578209	176	56	156484	54599	0	5	4	0	2	9	215982	9.970212e-01	1
NANOS3	754888	241	31	92939	31240	0	2	2	0	1	8	186588	9.970565e-01	1
KIAA0355	662469	216	-1	537896	156697	0	10	5	0	5	11	384323	9.970644e-01	1
HUWE1	888642	NaN	47	2224856	639781	0	28	8	0	0	8	639781	9.970663e-01	1
FAM199X	354255	NaN	47	199865	52966	0	4	2	0	1	3	117860	9.970906e-01	1
HS3ST3B1	92906	944	-54	189499	61202	0	2	3	0	4	9	425219	9.971225e-01	1
CDHR5	1774224	236	57	414711	137811	0	6	6	0	49	92	3425679	9.971387e-01	1
KIF12	244063	558	0	259434	80940	0	1	1	0	35	53	2682735	9.971389e-01	1
MLXIP	776345	NaN	34	462991	138521	0	11	6	0	0	6	138521	9.971511e-01	1
CHD2	243747	332	14	962547	238986	0	18	5	0	0	5	238986	9.971538e-01	1
TTC3	351773	343	47	1067840	265114	0	7	0	0	1	1	330008	9.971559e-01	1
AP1G1	460697	NaN	24	430047	117363	0	10	3	0	1	4	164649	9.971654e-01	1
TBC1D9	146110	621	8	650928	175725	0	15	4	0	2	5	259718	9.971749e-01	1
KCNK3	1198614	300	41	191061	62196	0	1	2	0	18	39	2016116	9.971752e-01	1
MMGT1	253719	NaN	20	66527	20377	0	1	2	0	1	6	121410	9.971960e-01	1
GCC2	362408	478	6	886861	208598	0	3	0	0	10	9	945436	9.971966e-01	1
EPHB3	1325702	411	47	500692	150449	0	8	4	0	30	73	2704106	9.972027e-01	1
SLC25A1	487560	277	18	157762	48422	0	2	3	0	4	10	250417	9.972065e-01	1
INF2	651235	241	21	624942	199368	0	10	7	0	17	33	1344385	9.972069e-01	1
ANGEL1	308800	471	39	337960	98477	0	7	0	0	0	0	98477	9.972120e-01	1
COL20A1	1278630	332	62	633746	204835	0	10	9	0	22	40	1409705	9.972208e-01	1
PSD2	714699	223	64	390571	114665	0	7	3	0	3	5	250559	9.972402e-01	1
MAP4K2	2261775	230	61	427704	123753	0	11	2	0	4	38	1073946	9.972491e-01	1
APOLD1	767161	129	35	133551	48138	0	4	0	0	1	6	186659	9.972819e-01	1
BAIAP2L1	609918	249	36	267244	71000	0	4	4	0	3	5	191416	9.972870e-01	1
KCND1	834590	NaN	41	317299	101033	0	3	2	0	14	32	1373779	9.973003e-01	1
HOXA1	356045	385	28	170116	45866	0	2	2	0	9	19	575739	9.973040e-01	1
BCR	384444	575	43	648372	183180	0	9	6	0	42	59	3108380	9.973066e-01	1
CASP10	590374	386	39	293230	81224	0	3	0	0	2	1	158827	9.973091e-01	1
PLEKHA4	1766061	211	34	390429	124179	0	5	4	0	50	99	4055236	9.973167e-01	1
CPNE6	992350	355	19	288047	82147	0	4	3	0	2	6	202350	9.973201e-01	1
JAG1	165910	431	-28	642976	157265	0	22	10	0	2	11	272569	9.973218e-01	1
TUFM	1146511	221	56	228052	71000	0	1	0	0	20	63	2794986	9.973250e-01	1
XKR7	1006109	386	37	278036	94288	0	12	0	0	0	0	94288	9.973258e-01	1
STOX1	916932	216	43	500763	135681	0	5	2	0	14	31	1269906	9.973371e-01	1
CRYGC	327858	440	13	90525	23856	0	1	4	0	3	10	146544	9.973509e-01	1
CARD14	674340	219	22	537044	156910	0	11	7	0	15	32	1093400	9.973535e-01	1
PCDHA9	896676	606	-12	481522	157052	0	3	4	0	50	76	4835952	9.973587e-01	1
SLC7A2	462453	253	2	375590	110902	0	9	6	0	2	7	192410	9.973599e-01	1
WSCD1	283312	593	-11	286698	87330	0	5	5	0	7	12	370123	9.973600e-01	1
LHX3	799089	244	42	212645	66811	0	5	3	0	2	11	354787	9.973713e-01	1
STK36	1033606	269	43	660868	202208	0	19	8	0	2	10	335546	9.973733e-01	1
MAP3K11	3945819	202	45	412155	137385	0	7	5	0	6	27	800170	9.973821e-01	1
KIAA1522	1339617	195	26	516099	189144	0	6	3	0	1	3	264333	9.973830e-01	1
CDKN1A	904665	228	37	80514	26625	0	3	3	0	1	4	73343	9.973879e-01	1
PPP2R2D	123624	470	-21	220313	54031	0	2	4	0	6	11	403351	9.974123e-01	1
